Brand Name,Generic Name,Has Boxed Warning,Boxed Warning Details
Metoprolol succinate,METOPROLOL SUCCINATE,No,No Boxed Warning
DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,No,No Boxed Warning
Glipizide,GLIPIZIDE,No,No Boxed Warning
Colestipol Hydrochloride,COLESTIPOL HYDROCHLORIDE,No,No Boxed Warning
Prazosin Hydrochloride,PRAZOSIN HYDROCHLORIDE,No,No Boxed Warning
BRILINTA,TICAGRELOR,Yes,"WARNING: BLEEDING RISK BRILINTA, like other antiplatelet agents, can cause significant, sometimes fatal bleeding ( 5.1 , 6.1 ). Do not use BRILINTA in patients with active pathological bleeding or a history of intracranial hemorrhage ( 4.1 , 4.2 ). Do not start BRILINTA in patients undergoing urgent coronary artery bypass graft surgery (CABG) ( 5.1 , 6.1 ). If possible, manage bleeding without discontinuing BRILINTA. Stopping BRILINTA increases the risk of subsequent cardiovascular events ( 5.2 ). WARNING: BLEEDING RISK See full prescribing information for complete boxed warning. BRILINTA, like other antiplatelet agents, can cause significant, sometimes fatal bleeding. ( 5.1 , 6.1 ) Do not use BRILINTA in patients with active pathological bleeding or a history of intracranial hemorrhage. ( 4.1 , 4.2 ) Do not start BRILINTA in patients undergoing urgent coronary artery bypass graft surgery (CABG). ( 5.1 , 6.1 ) If possible, manage bleeding without discontinuing BRILINTA. Stopping BRILINTA increases the risk of subsequent cardiovascular events. ( 5.2 )"
Glipizide,GLIPIZIDE,No,No Boxed Warning
Candesartan cilexetil,CANDESARTAN CILEXETIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue candesartan cilexetil as soon as possible [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 )]. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 ) and Use in Specific Populations ( 8.1 )]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue candesartan cilexetil as soon as possible. ( 5.1 , 8.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 , 8.1 )"
Spironolactone,SPIRONOLACTONE,No,No Boxed Warning
NEBIVOLOL,NEBIVOLOL,No,No Boxed Warning
Ramipril,RAMIPRIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue ramipril as soon as possible [see Warnings and Precautions (5.6) ]. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.6) ] . WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning When pregnancy is detected, discontinue ramipril as soon as possible (5.6) . Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus (5.6) ."
Nadolol,NADOLOL,Yes,"Exacerbation of Ischemic Heart Disease Following Abrupt Withdrawal - Hypersensitivity to catecholamines has been observed in patients withdrawn from beta-blocker therapy; exacerbation of angina and, in some cases, myocardial infarction have occurred after abrupt discontinuation of such therapy. When discontinuing chronically administered nadolol, particularly in patients with ischemic heart disease, the dosage should be gradually reduced over a period of one to two weeks and the patient should be carefully monitored. If angina markedly worsens or acute coronary insufficiency develops, nadolol administration should be reinstituted promptly, at least temporarily, and other measures appropriate for the management of unstable angina should be taken. Patients should be warned against interruption or discontinuation of therapy without the physician's advice. Because coronary artery disease is common and may be unrecognized, it may be prudent not to discontinue nadolol therapy abruptly even in patients treated only for hypertension."
Torsemide,TORSEMIDE,No,No Boxed Warning
Telmisartan and Amlodipine,TELMISARTAN AND AMLODIPINE,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue telmisartan and amlodipine tablets as soon as possible [see Warnings and Precautions (5.1)] . Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1)] . WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue t elmisartan and amlodipine tablets as soon as possible (5.1) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus (5.1)"
Glucagon,GLUCAGON,No,No Boxed Warning
Atenolol,ATENOLOL,No,No Boxed Warning
COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE,No,No Boxed Warning
Metoprolol Succinate ER,METOPROLOL SUCCINATE ER,No,No Boxed Warning
Nifedipine,NIFEDIPINE,No,No Boxed Warning
PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,No,No Boxed Warning
Caduet,AMLODIPINE AND ATORVASTATIN,No,No Boxed Warning
Pioglitazone,PIOGLITAZONE,Yes,"WARNING: CONGESTIVE HEART FAILURE • Thiazolidinediones, including pioglitazone, cause or exacerbate congestive heart failure in some patients [see ] . • After initiation of pioglitazone, and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone must be considered. • Pioglitazone is not recommended in patients with symptomatic heart failure. • Initiation of pioglitazone in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated [see and ] . • Thiazolidinediones, including pioglitazone, cause or exacerbate congestive heart failure in some patients. • After initiation of pioglitazone, and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone must be considered. • Pioglitazone is not recommended in patients with symptomatic heart failure. • Initiation of pioglitazone in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated. ,"
Olmesartan Medoxomil,OLMESARTAN MEDOXOMIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue olmesartan medoxomil as soon as possible (5.1, 8.1). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus (5.1, 8.1)."
Olmesartan Medoxomil,OLMESARTAN MEDOXOMIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue olmesartan medoxomil as soon as possible (5.1, 8.1). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus (5.1, 8.1)."
Valsartan and Hydrochlorothiazide,VALSARTAN AND HYDROCHLOROTHIAZIDE,Yes,"WARNING:FETAL TOXICITY WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. (5.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. (5.1) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1)"
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Atorvastatin Calcium,ATORVASTATIN CALCIUM,No,No Boxed Warning
Gemfibrozil,GEMFIBROZIL,No,No Boxed Warning
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE EXTENDED-RELEASE TABLETS,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (> 5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally > 5 mcg/mL [see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g., carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration (2.2) , Contraindications (4) , Warnings and Precautions (5.1) ] . If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablet and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally > 5 mcg/mL. ( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age ≥ 65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) If lactic acidosis is suspected, discontinue metformin hydrochloride extended-release tablet and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. ( 5.1 )"
Torsemide,TORSEMIDE,No,No Boxed Warning
Fenofibrate,FENOFIBRATE,No,No Boxed Warning
Glipizide,GLIPIZIDE,No,No Boxed Warning
Valsartan,VALSARTAN,No,No Boxed Warning
Metformin hydrochloride,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin­ associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin­ associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [see Warnings and Precautions (5.1)]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [see Dosage and Administration (2.3) , (2.7) , Contraindications (4), Warnings and Precautions (5.1)]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. • Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. (5.1) • Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin­ associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. (5.1) • If lactic acidosis is suspected, discontinue Metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. (5.1)"
atorvastatin calcium,ATORVASTATIN CALCIUM,No,No Boxed Warning
Gemfibrozil,GEMFIBROZIL,No,No Boxed Warning
LISINOPRIL,LISINOPRIL,Yes,"WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue lisinopril as soon as possible [see Warnings and Precautions (5.1) ]. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue lisinopril as soon as possible. (5.1) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1)"
JARDIANCE,EMPAGLIFLOZIN,No,No Boxed Warning
Metoprolol Tartrate,METOPROLOL TARTRATE,No,No Boxed Warning
Fenofibrate,FENOFIBRATE,No,No Boxed Warning
Atorvastatin Calcium,"ATORVASTATIN CALCIUM, FILM COATED",No,No Boxed Warning
Metoprolol Succinate,METOPROLOL SUCCINATE,Yes,"WARNING: ISCHEMIC HEART DISEASE: WARNING: ISCHEMIC HEART DISEASE See full prescribing information for complete boxed warning. Following abrupt cessation of therapy with beta-blocking agents, exacerbations of angina pectoris and myocardial infarction have occurred. Warn patients against interruption or discontinuation of therapy without the physician's advice. ( 5.1 ) Following abrupt cessation of therapy with certain beta-blocking agents, exacerbations of angina pectoris and, in some cases, myocardial infarction have occurred. When discontinuing chronically administered metoprolol succinate extended-release tablets, particularly in patients with ischemic heart disease, the dosage should be gradually reduced over a period of 1 - 2 weeks and the patient should be carefully monitored. If angina markedly worsens or acute coronary insufficiency develops, metoprolol succinate extended-release tablet administration should be reinstated promptly, at least temporarily, and other measures appropriate for the management of unstable angina should be taken. Warn patients against interruption or discontinuation of therapy without the physician's advice. Because coronary artery disease is common and may be unrecognized, it may be prudent not to discontinue metoprolol succinate extended-release tablet therapy abruptly even in patients treated only for hypertension ( 5.1 )."
amlodipine besylate,AMLODIPINE BESYLATE,No,No Boxed Warning
Metoprolol Tartrate,METOPROLOL TARTRATE,No,No Boxed Warning
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue losartan Potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1)]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Metoprolol succinate,METOPROLOL SUCCINATE,No,No Boxed Warning
NovoLog Mix 70/30,INSULIN ASPART,No,No Boxed Warning
Prazosin Hydrochloride,PRAZOSIN HYDROCHLORIDE,No,No Boxed Warning
AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,No,No Boxed Warning
AMLODIPINE BESYLATE 10 mg,AMLODIPINE BESYLATE,No,No Boxed Warning
Doxazosin,DOXAZOSIN,No,No Boxed Warning
Omega-3-acid ethyl esters,OMEGA-3-ACID ETHYL ESTERS,No,No Boxed Warning
Metoprolol succinate,METOPROLOL SUCCINATE,No,No Boxed Warning
Exforge HCT,AMLODIPINE VALSARTAN AND HYDROCHLOROTHIAZIDE,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue Exforge HCT as soon as possible. (5.1) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue Exforge HCT as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
SPIRONOLACTONE,SPIRONOLACTONE,No,No Boxed Warning
Metoprolol Tartrate,METOPROLOL TARTRATE,No,No Boxed Warning
Verapamil Hydrochloride,VERAPAMIL HYDROCHLORIDE,No,No Boxed Warning
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
Oxytocin,OXYTOCIN,No,No Boxed Warning
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
Valsartan and Hydrochlorothiazide,VALSARTAN AND HYDROCHLOROTHIAZIDE,Yes,"WARNING:FETAL TOXICITY • When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. (5.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue valsartan and hydrochlorothiazide tablets as soon as possible. (5.1) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1)"
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [see Dosage and Administration (2.3) , (2.7), Contraindications (4) , Warnings and Precautions (5.1) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. ● Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. ( 5.1 ) ● Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) ● If lactic acidosis is suspected, discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. ( 5.1 )"
JANUVIA,SITAGLIPTIN,No,No Boxed Warning
Enalapril maleate oral solution,ENALAPRIL MALEATE,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY When pregnancy is detected, discontinue enalapril maleate oral solution as soon as possible. [See Warnings and Precautions ( 5.1 )] Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. [See Warnings and Precautions ( 5.1 )] WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue enalapril maleate oral solution as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Metoprolol Tartrate,METOPROLOL TARTRATE,No,No Boxed Warning
GEMFIBROZIL,GEMFIBROZIL,No,No Boxed Warning
Felodipine,FELODIPINE,No,No Boxed Warning
Gemfibrozil,GEMFIBROZIL,No,No Boxed Warning
Irbesartan,IRBESARTAN,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue irbesartan tablets as soon as possible [see Warnings and Precautions (5.1) and Use in Specific Populations (8.1) ]. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ] and Use in Specific Populations (8.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue irbesartan tablets as soon as possible. ( 5.1 , 8.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 , 8.1 )"
NovoLog Mix 70/30,INSULIN ASPART,No,No Boxed Warning
Lisinopril and Hydrochlorothiazide,LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLETS,Yes,"WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue lisinopril and hydrochlorothiazide tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. See Warnings: Fetal Toxicity ."
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
Lovastatin,LOVASTATIN,No,No Boxed Warning
verapamil hydrochloride,VERAPAMIL HYDROCHLORIDE,No,No Boxed Warning
Nebivolol,NEBIVOLOL,No,No Boxed Warning
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [ see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration (2.3) , (2.7), Contraindications (4) , Warnings and Precautions (5.1) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions (5.1) ] WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. ( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) If lactic acidosis is suspected, discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended.( 5.1 )"
Lisinopril and Hydrochlorothiazide,LISINOPRIL AND HYDROCHLOROTHIAZIDE,Yes,"WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue lisinopril and hydrochlorothiazide as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. See WARNINGS: Fetal Toxicity ."
Amlodipine besylate,AMLODIPINE BESYLATE,No,No Boxed Warning
NEXOBRID,ANACAULASE-BCDB,No,No Boxed Warning
Liraglutide,LIRAGLUTIDE,No,No Boxed Warning
Liraglutide,LIRAGLUTIDE,No,No Boxed Warning
Liraglutide,LIRAGLUTIDE,No,No Boxed Warning
Bexagliflozin,BEXAGLIFLOZIN,No,No Boxed Warning
INPEFA,SOTAGLIFLOZIN,No,No Boxed Warning
Inspra,EPLERENONE,No,No Boxed Warning
Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue benazepril hydrochloride tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 )]. WARNING-FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue benazepril hydrochloride tablets as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [ see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration (2.3) , Contraindications (4) , Warnings and Precautions (5.1) ] . If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. (5.1) Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. (5.1) If lactic acidosis is suspected, discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. (5.1)"
Valsartan,VALSARTAN,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue valsartan as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue valsartan as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
captopril,CAPTOPRIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue captopril tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. See WARNINGS: Fetal Toxicity"
Prazosin Hydrochloride,PRAZOSIN HYDROCHLORIDE,No,No Boxed Warning
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions ( 5.1 )]."
